,1_sorry_end,2_ignore_diff,3_begin_correct,4_contact,5_special_time,6_no_home_time,7_2_strangers,8_enjoy_holiday,9_enjoy_travel,10_common_goals,11_harmony,12_freeom_value,13_entertain,14_people_goals,15_dreams,16_love,17_happy,18_marriage,19_roles,20_trust,21_likes,22_care_sick,23_fav_food,24_stresses,25_inner_world,26_anxieties,27_current_stress,28_hopes_wishes,29_know_well,30_friends_social,31_aggro_argue,32_always_never,33_negative_personality,34_offensive_expressions,35_insult,36_humiliate,37_not_calm,38_hate_subjects,39_sudden_discussion,40_idk_what's_going_on,41_calm_breaks,42_argue_then_leave,43_silent_for_calm,44_good_to_leave_home,45_silence_instead_of_discussion,46_silence_for_harm,47_silence_fear_anger,48_i'm_right,49_accusations,50_i'm_not_guilty,51_i'm_not_wrong,52_no_hesitancy_inadequate,53_you're_inadequate,54_incompetence,55_divorce_y_n
576,2,1,1,3,2,2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,3,1,2,2,2,2,3,3,2,2,1,2,1,1,2,3,2,2,1,2,2,2,1,0
577,2,1,2,1,2,2,3,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,2,4,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1
578,4,3,4,4,4,1,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
579,2,1,3,1,3,2,2,2,2,3,2,3,3,2,3,2,3,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,3,3,3,3,3,3,2,2,2,3,2,2,1
580,4,3,3,3,3,2,1,3,3,3,3,3,4,3,4,3,3,3,3,2,3,1,4,2,3,2,2,2,2,2,2,3,2,3,4,3,3,4,3,3,3,3,2,4,3,2,3,3,2,2,2,4,4,2,1
581,2,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,1,3,3,1,3,2,2,1,2,2,1,1,1,1,0
582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,0
583,2,1,3,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,3,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,3,2,2,1,2,0
584,2,2,2,3,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,3,1,1,1,1,2,1,1,2,3,3,2,3,2,4,2,3,3,1,2,3,2,2,2,3,2,3,2,3,3,3,2,0
585,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,3,2,3,1,3,2,2,3,3,3,3,3,3,3,4,3,4,4,2,3,3,2,0
586,3,4,2,2,3,2,1,3,4,2,3,3,3,3,4,2,3,3,3,3,3,2,2,3,3,3,3,2,2,3,4,3,4,3,4,3,4,2,4,3,3,4,4,3,2,1,4,3,4,4,4,2,2,4,1
587,3,1,2,2,3,1,1,3,1,2,2,2,2,2,1,2,2,2,1,2,1,1,3,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,2,1,1,2,3,1,3,3,4,3,3,2,3,4,3,2,0
588,2,1,1,1,3,2,1,2,1,2,3,2,3,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,1,2,3,2,2,2,2,2,1,2,3,1,2,3,2,2,3,1,2,2,1,3,4,3,2,0
589,3,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,2,3,1,1,2,3,1,2,2,3,2,2,0
590,4,4,4,4,4,2,2,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,2,3,4,1
591,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,3,1,2,1,1,2,1,3,1,0
592,2,1,3,2,2,2,1,2,2,3,1,2,2,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,3,3,2,3,3,2,2,2,2,3,2,2,2,0
593,4,4,4,4,4,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,1
594,3,2,2,2,4,2,1,3,2,2,3,3,3,2,2,2,3,2,4,3,3,3,4,2,4,3,3,3,4,2,4,4,4,4,4,3,4,2,4,3,4,4,3,3,2,4,4,3,4,4,4,3,4,4,1
595,4,4,3,3,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,4,1
596,4,4,3,3,3,1,1,3,3,3,4,4,4,4,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,2,2,3,3,3,2,3,3,2,1
597,4,4,3,3,3,1,1,3,3,4,4,3,4,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1
598,1,2,1,2,3,2,1,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,1,1,1,2,3,3,2,4,3,3,3,2,3,3,2,2,2,0
599,2,2,1,1,3,2,1,2,2,2,3,3,3,2,3,2,3,2,3,2,3,1,2,2,2,2,3,1,3,2,2,3,3,2,2,2,2,3,4,2,3,4,3,3,4,3,4,4,3,2,3,3,4,4,1
600,3,3,3,3,3,1,2,3,4,3,4,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,3,4,4,4,2,3,2,3,2,2,2,4,3,3,4,3,4,1
601,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,0
602,2,1,3,1,2,2,1,2,2,1,3,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,3,3,3,2,2,4,3,4,3,3,2,1,1,1,1,2,3,3,3,3,3,4,4,0
603,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,2,2,3,2,3,3,3,3,3,2,1,2,2,3,4,3,3,3,3,3,2,2,2,0
604,4,4,4,4,3,1,1,3,3,3,3,3,2,4,3,3,2,4,3,3,3,3,4,3,2,2,2,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,3,3,3,3,2,4,3,4,4,4,4,3,1
605,4,3,4,3,4,1,1,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,2,4,3,3,3,3,4,3,3,2,4,3,3,3,4,4,3,3,3,4,4,4,2,3,3,1
606,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0
607,4,3,3,3,4,2,1,3,3,2,4,3,3,3,3,3,4,2,4,3,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,1
608,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,2,2,2,4,3,3,2,3,2,3,2,4,3,2,2,4,3,2,2,3,3,1
609,3,2,2,4,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,2,2,2,1,2,3,2,3,3,2,3,1,2,3,3,2,2,3,3,2,2,2,2,2,1,0
610,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,1,1,2,1,1,1,0
611,1,2,1,1,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,2,3,2,2,3,3,1,2,2,3,3,2,1,2,1
612,4,2,3,2,4,2,1,3,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,3,3,4,3,4,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,3,3,2,4,3,2,3,3,4,3,1
613,1,4,3,2,2,2,2,2,3,3,2,3,2,4,2,3,2,4,2,3,2,2,2,2,1,3,2,2,2,2,3,3,3,2,2,3,3,3,3,4,2,4,3,2,3,2,3,3,3,2,2,3,2,2,1
614,2,3,4,3,2,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,3,3,2,3,2,3,3,3,2,3,3,4,4,3,3,3,2,4,2,4,3,4,4,3,2,3,3,2,4,3,1,4,2,2,1
615,3,2,2,4,2,1,1,2,3,3,2,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,2,1,2,2,3,2,3,3,3,2,3,3,3,2,3,3,3,2,3,3,2,2,3,3,3,4,2,0
616,3,2,2,3,2,1,1,2,2,3,2,2,2,3,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,4,2,3,3,3,2,3,2,1,3,2,2,0
617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,3,1,1,1,1,1,2,1,1,0
618,2,2,4,3,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,3,1,2,2,2,2,2,2,3,2,2,1,2,3,2,2,4,1,2,3,2,3,4,2,2,3,1,2,3,2,2,0
619,2,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,3,1,1,1,3,3,1,0
620,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,0
621,3,3,4,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,2,2,3,3,3,2,2,2,2,3,3,3,4,4,3,3,4,4,2,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,1
622,2,2,3,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,1,2,2,1,1,1,1,1,1
623,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,1,0
624,1,2,2,3,1,2,2,2,2,3,2,2,2,2,2,3,2,3,1,2,2,2,1,2,2,3,2,3,1,2,2,3,2,2,1,2,2,3,2,2,2,3,2,4,1,2,1,3,1,1,2,2,3,2,1
625,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,2,1,1,1,2,2,1,0
626,3,2,3,4,2,1,1,2,3,3,3,2,2,2,2,2,2,2,3,2,3,4,3,2,2,2,3,3,3,3,2,4,3,4,4,2,3,3,3,3,4,3,4,2,3,4,3,3,4,3,3,3,3,4,1
627,3,2,2,3,2,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,4,4,4,2,4,3,4,1,2,1,0
628,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,2,2,2,3,2,2,1,2,2,2,3,3,2,3,1,1,1,2,2,2,0
629,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,1,0
630,2,3,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,1,2,3,1,1,2,1,2,2,2,1,2,1,2,2,3,2,4,4,2,2,2,2,4,2,2,2,1,1,1,0
631,3,3,3,4,2,1,1,2,2,3,3,1,2,2,3,3,2,2,3,2,2,3,3,2,2,2,2,3,3,3,2,4,3,3,3,3,3,4,3,4,3,4,3,2,2,4,2,3,3,3,2,2,3,2,0
632,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,3,1,4,2,1,1,1,1,1,2,2,1,0
633,3,2,3,2,2,2,1,3,2,3,2,1,2,2,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,3,2,2,3,3,2,3,1,1,1,2,2,4,2,3,2,2,1,2,2,1,0
634,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,2,2,1,3,1,1,3,2,3,2,1,2,3,1,1,2,2,1,0
635,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,2,3,2,2,2,2,2,3,2,1,0
636,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,3,4,2,2,2,2,3,3,2,0
637,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
638,3,3,2,3,2,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,4,2,3,3,3,2,3,2,3,2,2,2,3,3,3,1
639,2,1,2,3,2,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,1,3,1,2,0
640,4,3,4,4,4,1,2,2,4,3,4,3,3,3,4,4,4,4,4,3,3,2,3,3,4,3,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,2,2,2,3,2,1,2,4,4,3,2,2,2,1
641,3,2,3,3,2,1,2,3,3,2,3,2,2,2,3,3,2,3,3,2,2,2,4,2,2,2,2,2,2,2,2,1,1,1,1,2,2,3,2,4,1,2,3,2,2,2,1,2,1,1,2,2,1,1,0
642,2,3,2,3,2,1,1,3,3,3,2,3,2,3,3,4,3,3,2,3,3,3,2,4,2,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,3,2,2,3,3,2,3,3,4,4,3,4,4,1
643,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,1
644,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,2,1,2,1,3,1,3,3,3,2,2,3,2,2,2,2,0
645,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,2,2,3,2,1,2,1,1,0
646,2,2,2,1,3,3,2,2,2,2,3,2,2,2,2,2,3,3,3,2,1,2,2,1,2,1,1,2,2,2,4,4,2,2,2,3,3,3,3,4,2,2,2,2,3,1,2,2,3,3,3,4,3,1,1
647,3,3,2,4,1,1,3,3,3,3,3,2,2,3,2,3,3,2,3,3,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,2,2,2,3,3,4,2,4,3,2,1,2,3,2,2,1,2,1
648,2,2,2,4,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,4,4,3,2,3,2,3,2,3,4,3,4,4,4,3,4,4,4,4,3,2,0
649,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,2,1,1,2,2,1,3,1,2,1,4,3,1,0
650,2,2,2,1,1,1,1,3,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,3,2,2,1,2,1,1,2,1,1,0
651,2,2,2,1,3,1,1,2,3,2,3,2,3,3,2,2,3,3,3,2,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,1
652,2,3,4,3,4,1,1,3,3,1,3,3,2,3,3,3,2,4,2,4,2,1,3,3,2,3,2,2,2,3,3,2,2,1,2,2,3,3,3,4,1,2,3,2,2,2,2,2,3,2,2,3,2,2,0
653,2,2,3,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,3,2,1,2,2,1,2,2,1,2,3,2,1,2,1,2,1,2,2,2,3,3,3,1,1,1,2,1,3,2,1,1,2,3,2,0
654,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,3,2,2,2,2,2,2,2,2,0
655,3,2,3,1,3,2,2,2,3,2,3,2,2,3,2,2,2,3,3,4,3,2,2,2,2,2,3,2,3,3,2,3,3,2,2,3,3,3,4,3,3,3,4,2,3,3,4,3,3,3,3,1,2,2,1
656,4,2,3,4,3,1,2,3,4,3,4,4,4,3,4,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,1
657,3,3,3,2,3,2,2,2,3,3,3,3,3,3,3,2,3,3,2,3,2,1,2,3,2,2,2,2,2,3,4,3,2,3,3,3,3,3,3,4,3,3,3,4,4,4,2,3,3,3,4,4,3,3,1
658,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,1,2,2,1,1,1,1,1,0
659,3,3,3,3,3,2,3,3,3,3,3,3,2,4,4,4,3,3,3,3,3,3,2,3,4,4,4,2,3,3,4,4,4,4,2,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,2,4,4,1
660,2,3,2,1,3,1,1,2,2,1,2,2,2,2,3,1,2,2,3,2,2,1,2,2,2,2,2,1,2,2,1,3,1,2,2,2,2,3,2,3,2,2,2,2,2,4,1,2,3,3,2,2,3,2,0
661,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,3,2,2,3,4,1,3,3,3,2,2,2,1,3,3,1,0
662,4,3,4,3,3,2,2,3,3,3,4,2,3,3,3,3,3,3,4,2,2,3,3,2,2,2,2,3,3,2,2,4,3,3,3,4,4,4,4,4,3,3,3,4,1,3,3,3,3,2,2,2,3,2,1
663,3,3,3,2,3,1,1,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,2,3,3,3,2,3,2,3,3,4,3,4,3,4,3,4,4,3,3,4,3,3,4,4,4,4,3,3,4,2,3,1
664,2,2,2,1,3,2,1,2,2,2,3,2,2,2,2,2,3,3,3,3,2,2,3,2,3,2,2,2,3,2,3,3,3,2,2,2,4,3,2,4,3,4,4,2,2,4,2,3,2,2,2,3,3,2,1
665,3,3,3,4,4,1,2,3,4,3,3,3,2,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,4,4,3,3,4,4,3,3,4,3,4,3,4,3,4,2,3,3,4,2,3,3,3,3,2,1
666,3,2,4,3,2,2,2,3,3,2,3,3,2,3,3,3,2,4,2,3,2,1,2,3,2,2,2,2,1,3,2,2,2,2,1,1,4,2,2,4,2,2,3,2,1,1,1,2,2,2,2,2,1,2,0
667,3,2,2,2,3,2,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,2,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1
668,2,2,1,2,2,1,1,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,4,3,4,3,3,4,4,2,3,0
669,3,3,3,3,3,1,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,2,4,1,3,2,3,3,3,2,3,3,3,3,3,3,2,2,1
670,4,4,4,4,4,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,4,4,3,1
671,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,1,0
672,2,2,2,2,3,1,1,2,2,3,2,3,2,3,2,3,2,3,2,3,2,2,3,3,2,2,2,2,2,2,3,3,3,3,1,3,3,3,2,3,2,2,4,3,2,2,3,3,3,2,3,4,3,4,0
673,3,3,3,3,3,2,2,3,3,3,4,4,3,3,3,4,4,4,4,4,3,3,2,3,4,4,3,3,3,4,3,3,2,3,3,2,3,2,4,3,3,2,4,3,4,4,4,3,4,4,4,3,2,3,1
674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,3,4,2,2,2,2,1,3,2,1,0
675,1,1,3,1,1,1,1,2,1,3,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,2,1,3,2,3,2,3,3,2,3,1,2,2,3,1,1,2,2,1
676,3,3,3,2,2,1,1,3,2,3,2,3,3,1,2,2,3,3,3,2,2,2,3,3,2,2,2,2,2,1,1,2,2,3,2,3,3,3,3,3,3,2,3,3,1,3,3,2,2,2,2,2,3,2,0
677,2,2,3,1,2,1,1,2,2,1,3,3,2,2,2,1,2,3,2,2,2,1,2,3,2,2,2,1,2,2,2,2,2,1,3,1,2,2,3,2,3,3,4,4,3,3,4,2,4,4,2,2,1,2,1
678,3,2,2,3,3,3,2,1,3,2,3,2,2,2,4,3,2,2,3,2,2,1,2,1,2,1,2,2,2,1,4,4,3,4,3,3,4,3,3,4,3,3,4,3,3,1,3,4,3,3,3,2,2,3,1
679,2,2,2,2,3,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,4,3,3,3,3,3,3,1,4,2,4,3,4,4,4,2,3,3,1
680,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,4,2,1,2,2,2,3,3,2,2,1,2,1,0
681,2,2,3,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,2,2,2,2,1,2,3,1,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,3,3,3,2,2,2,3,1,0
682,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,3,3,2,2,2,2,3,2,1,1,2,1,1,0
683,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,0
684,2,4,3,2,2,1,1,3,3,3,2,2,2,2,2,2,3,3,3,2,2,3,4,3,3,3,2,3,3,2,2,3,3,3,2,3,3,2,2,3,2,2,3,1,3,2,2,3,3,3,3,3,3,2,0
685,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,3,1
686,3,3,2,3,4,2,1,4,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,4,3,4,4,3,4,3,3,4,4,3,4,4,4,4,4,3,3,3,4,4,3,4,3,4,1
687,2,2,2,1,3,2,2,2,2,2,3,2,3,2,2,2,3,3,2,2,1,2,2,2,2,1,1,1,2,1,3,3,2,2,1,3,2,3,3,4,3,3,3,2,2,4,2,3,3,3,3,3,3,4,1
688,2,3,3,2,3,2,2,3,3,2,4,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,4,3,3,4,3,2,2,3,3,3,3,4,3,2,4,1
689,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,3,2,3,2,2,2,2,3,2,2,1,1,0
690,3,2,1,4,3,1,1,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,4,3,2,3,3,4,3,3,4,3,4,3,3,3,3,3,4,3,4,3,3,2,3,3,4,3,4,3,4,3,4,4,1
691,2,3,3,1,3,1,1,3,3,2,3,3,3,2,2,2,2,3,2,3,3,1,2,2,2,2,2,2,2,2,2,3,3,4,3,2,3,2,3,2,3,3,3,2,3,2,4,3,4,4,4,3,3,4,1
692,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,3,2,4,4,2,2,2,4,3,1,2,2,0
693,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,3,3,2,1,1,1,1,1,1,2,0
694,2,2,2,2,3,2,2,2,3,2,3,2,3,1,3,3,3,3,3,2,3,3,3,2,3,2,3,3,3,1,3,3,2,2,2,3,3,3,2,4,2,3,3,2,4,3,2,3,2,2,2,3,3,3,1
695,3,3,2,3,3,1,2,4,3,2,4,4,3,4,4,3,3,4,3,3,3,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,2,3,1,4,3,3,3,3,3,3,3,4,1
696,2,3,2,1,3,1,1,3,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,1,2,3,3,2,2,2,3,3,1,2,3,1,1,3,2,2,3,3,3,3,3,3,2,0
